text,label
"hai kak, cikgu kata sekarang dah kurang menangis.",2
"both children have autism.",1
"hariz dah masuk sesi ke-4.",1
"wah dah hensem boy, nampak dah besar sangat ini.",2
"outdoor activity dah boleh jalan pegang tangan cikgu.",2
"kalau sugar tinggi habis semua orang dia kacau.",0
"bila dilarang kata jangan pergi sana, dia akan stop jalan dan patah balik.",2
"assalamualaikum ustaz, nak share kalau tak isaac memang tak pandai nak main block ini.",0
"alhamdulillah, i see changes in various aspects.",2
"hai, selamat malam. saya just nak share cerita anak saya.",1
"hai kartigayen, macam mana dekat school sekarang? dah ada perkembangan ke.",1
"sudah keluarkan perkataan yang kerap 'mama mama mama' sentiasa apabila diperlukan.",2
"tahniah!! sensory dah mula integrate semula.",2
"sebutaan perkataan semakin jelas.",2
"happy birthday ariqin.",2
"initially sebulan kami stop screen time dan hp.",1
"alhamdulillah setakat ini.",2
"kalau nak tidur pun masuk jam 3–4 pagi baru nak tidur.",0
"malam tak sempat, ingat nak balut kul 10 malam dia dah tido.",1
"nak share feedback yang baik untuk don pagi ini.",2
"yang kurang, masa urut dan balut masih perlu tengok handphone untuk duduk diam.",0
"now at the infrared level.",1
"alhamdulillah ustaz, banyak sangat perubahannya.",2
"alhamdulillah. 🤍",2
"sebelum ini saya berhentikan sekolah.",0
"salam, baru dapat terapi, baru balik dari temujanji cara kerja di hospital.",1
"maaf kelewatan update. balutan malam hari ke-4 izzara nuraisyah.",1
"hari ini di ot amin masih lagi tak boleh nak fokus lama.",0
"speech therapy happy dengan dia.",2
"masuk minggu ini dia macam dah faham sedikit arahan-arahan yang dibagi.",2
"nampak respon makin bagus.",2
"dah pandai buat memek muka.",2
"assalamualaikum ustaz, nak share kalau tak isaac memang tak pandai nak main block ini.",0
"sedikit pengalaman saya kongsikan bersama.",1
"tak sempat pagi, kul 11 pagi sampai pukul 3 petang balut dapat 4 jam.",1
"sayang nadim sampai syurga. 💗",2
"ye faham minggu lepas si kembar ni demam batuk.",0
"dah boleh main sama-sama ke, boleh duduk diam ke.",1
"tak dela kerja sekerat jalan.",2
"sebelum ini dia mengamuk, tak nak buka mulut, lari keluar.",0
"kalau sugar tinggi habis semua orang dia kacau.",0
"yang kurang, masa urut dan balut masih perlu tengok handphone untuk duduk diam.",0
"syiffa'a terapi sesi pagi.",1
"alhamdulillah, sebelum ini makan bubur saja ke.",1
"so far suffi perlu tingkatkan sentence dan vocabulary.",1
"assalamualaikum, hari ini hari kedua daniel balut kepala.",2
"allah maha pemberi.",2
"sekarang siap makan, main dekat-dekat ibu saja sebelum pergi kenduri buat sesi kedua.",2
"cuma two-way communication masih dalam proses.",1
"kalau pergi taman dah tak takut main ayunan.",2
"kalau dulu kena marah dia buat tak tahu saja.",0
"anak saya aqeela dah buat terapi almost 4 month.",1
"mudah faham arahan. 👍",2
"sebelum ini semua masuk mulut.",0
"bab arahan, dah mula respon bila bagi arahan mudah.",2
"cycle tidur noah lepas balutan sangat bagus.",2
"kalau sebelum ini berkejaran dengan dia saja. 😂😂",0
"sepanjang 5 sesi tu adeeb tak bagi kerjasama, takut, tak ada minat untuk bermain.",0
"dah faham arahan sikit-sikit.",2
"terapi malam: 5:30 petang ke 7:30 malam.",1
"semua ini dapat bertahan dalam 30-40 minit, selepas itu, affan akan tak senang duduk dan suruh buka.",0
"betul anak saya first time muntah semua lendir-lendir.",0
"so far alhamdulillah. suffi telah menunjukkan banyak improvement.",2
"sebelum ini dia berani.",0
"terapi di hari kedua, permulaan yang baik.",2
"selain itu, kalau dulu susah sangat tidur malam.",0
"assalamualaikum wbt.",1
"memang bab bermain amin belum pandai sangat.",0
"agak struggle buat urutan dalam kereta, tak nak bagi kerjasama.",1
"malam tak sempat, ingat nak balut kul 10 malam dia dah tido.",1
"cuma two-way communication masih dalam proses.",1
"sebelum dia memang tak pernah tidur siang.",0
"dari mula kenal izz di ppki dia selalu warna ikut suka hati.",0
"mengamuk bila balut dan nangis yang agak kuat.",0
"alhamdulillah.",2
"kalau sebelum ini setiap malam bangun menangis. 🥺",0
"semalam saya hanya buat 1 jam untuk setiap kali pakai.",1
"pandai pakai selipar atau kasut sendiri.",2
"hampir 2 bulan terapi.",1
"cuma pergerakkan dia masih tak boleh control.",0
"just finished the 16th session.",1
"wahh bagusnya ada peningkatan.",2
"assalamualaikum, ustaz.",1
"sebelum ini anaqi seorang yang diam tak bergerak, asyik baring saja.",0
"alhamdulillah, harini lebih tenang untuk potong rambut.",2
"alhamdulillah emir gunting rambut dah tak perlu riba.",2
"alhamdulillah lepas urut mulut 2 hari ini.",2
"walau dah bagi fon pun tak jalan.",0
"sebelum ini allah je tahu susahnya nak bagi dia ubat sebab dia menangis dan sembur habis ubat.",0
"sebelum ini dia langsung tak pandai dan tak berani main swing, melompat dan bergayut.",0
"dari mula kenal izz di ppki dia selalu warna ikut suka hati.",0
"maaf kelewatan update. balutan malam hari ke-4 izzara nuraisyah.",1
"saya yakin. banyak perkembangan anak² yg dah mulakan terapi dengan kami.",2
"dah tak takut.",2
"anak saya aqeela dah buat terapi almost 4 month.",1
"jadi urut kaki tak kena sepak-sepak.",2
"maxkan 3 jam sehari.",1
"alhamdulillah hanya menangis waktu urut.",2
"thank god, the 2nd infrared session is over.",1
"ni disebabkan proses perubahan ke?",1
"cuma bab makan masih lagi cerewet.",0
"sudahnya tak lama lagi mahu spm.",1
"malam jam 9 dah tidur.",2
"mula-mula langsung tak bagi balut kepala masa terapi pertama.",0
"arini bawa ajwad ke menara taming sari.",1
"seronok dan gembira serta bersyukur hanya allah yang tahu.",2
"berapa lama nampak improvement boleh berkomunikasi itu, puan.",1
"memang bab bermain amin belum pandai sangat.",0
"saya ada beritahu cikgu luthfi yang luthfi is undergoing this therapy dan mintak tolong kasi feedback ada perubahan ke tidak.",1
"nanti saya update sikit-sikit.",1
"the second child has autism but still doesn't have tantrums anymore.",2
"cuba buka tapi kita tak bagi.",1
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"sebelum ini tengok nasi dia dah buat muka.",0
"nak tanya sikit, saya dah hampir 2 minggu terapi.",1
"dah kuat nak memanjat.",2
"hariz dah masuk sesi ke-4.",1
"eye contact: kalau sebelum ini buat apa pun dia tak akan bagi respon.",0
"interaksi dua hala makin banyak walaupun tak kerap sangat.",2
"my son's name is al faiq. he has had his 7th therapy session.",1
"balutan kedua uwais.",1
"antara feedback yang saya dapat dari parents eren ialah:",1
"izzuddin mula dari 22.02.2025.",1
"hafiy eshan hari ini masuk sesi 5.",1
"rasanya yang kedua masih mencabar.",0
"aathvick baru lagi, dia nangis sebab tak selesa.",0
"masih makan benda sama, telur dadar dan cupcake.",0
"rasanya yang kedua masih mencabar.",0
"saya bagi dia mewarna sebab subjek mewarna dan melukis dia memang tak minat.",0
"muhammad faeq. 💜",1
"dia dah boleh duduk di kerusi selama 10 minit.",2
"papa dia suruh saya tengok ummar kayuh basikal macam mana.",1
"semalam saya hanya buat 1 jam untuk setiap kali pakai.",1
"demam pun masuk ubat supp.",1
"sebelum ini dia mengamuk, tak nak buka mulut, lari keluar.",0
"cikgu beritahu tak perlu sebab dia dah mula tunjuk berubah.",2
"dua tiga hari ini dia dah try makan nasi.",2
"antara punca anak autism lambat perkembangan sebab perkumuhan tidak cantik.",1
"tak dapat buat balutan, hanya urut sahaja.",0
"still in progress for any signs of improvement.",1
"syukur.",2
"ariqin pulak tak mau lena sebab time demam tidur 24 jam. hihi",0
"sebelum ini, lepas balik dari terapi, berbual dengan yana serba sedikit.",2
"masih obses dengan sesuatu yang dia minat, tapi dah boleh nego sikit.",2
"sebuah sudah buat balutan.",1
"9 tahun.",1
"anak dah masuk sesi ke-7.",1
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"tak sabar next therapy session next week.",2
"sebelum ini dia selalu hanya makan nasi dengan ikan, ayam dan telur dadar saja.",0
"makanan yang dia nak makan pula tu fast food, makanan tak sihat.",0
"ok saya akan buat balutan esok ikut paras kening, sekarang dia dah tidur lepas balut.",1
"alhamdulillah, update selepas 1 minggu buat terapi.",2
"kepada parents, trust the therapy process dan jangan give up ye.",2
"kedua, sentiasa cakap lapar.",1
"tak menangis, nak pilih baju sendiri.",2
"setelah itu, bermulalah fasa terapi balut tangan pula yang mana permulaannya memang amat mencabar untuk balut.",0
"antara punca anak autism lambat perkembangan sebab perkumuhan tidak cantik.",1
"sebelum masuk terapi merangkak pun tak boleh.",0
"kedua, sentiasa cakap lapar.",1
"asyik nak bergerak.",0
"lepas balutan kali keempat suffi agak grumpy, tantrum tak nak dibalut.",0
"bawa anak main playground, dia jatuh dia cakap awww.",2
"semoga yang baik-baik juga untuk anak-anak yang lain. 🙌❤️",2
"alhamdulillah, tahniah. semoga khalis bertambah perkembangan lagi.",2
"ex-premature 25 minggu tahun 2019, 5 bulan duduk dalam inkubator di hospital serdang.",1
"masih makan benda sama, telur dadar dan cupcake.",0
"berapa lama nampak improvement boleh berkomunikasi itu, puan.",1
"doktor maklum teruskan terapi balutan itu.",2
"assalamualaikum, ustaz.",1
"tahniah atas usaha dan kegigihan puan buat terapi setiap hari.",2
"belum lagi. cuma therapist nurul je tgh liae dgn saya.",1
"agak struggle buat urutan dalam kereta, tak nak bagi kerjasama.",1
"hai, selamat malam. saya just nak share cerita anak saya.",1
"nanti saya update sikit-sikit.",1
"initially sebulan kami stop screen time dan hp.",1
"ada masa sehari sekali, tengok mood.",1
"alhamdulillah asbab terapi sebelum ini ammar dah boleh berkomunikasi dengan kami yang sekian lama kami tunggu.",2
"maxkan 3 jam sehari.",1
"hari khamis lepas, adeeb jumpa occupational therapy under hospital government.",1
"komen cikgu pun berkaitan emosi dan tak boleh kawal emosi.",0
"kalau dulu kena marah dia buat tak tahu saja.",0
"malam tak sempat, ingat nak balut kul 10 malam dia dah tido.",1
"my son's name is al faiq. he has had his 7th therapy session.",1
"bila kita panggil nama emir dia datang.",2
"dia cuba sampaikan sesuatu sambil menahan sedih, kadang sampai menitis air mata.",0
"alhamdulillah, the child has changed a lot and developed a lot after therapy with nst.",2
"betul.",1
"baru 6 sesi kalau tidak silap.",1
"exam math.",1
"baik ustaz, saya usahakan.",1
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"anak saya ahmad ali jenis sangat aktif, tak pernah day nap, selalu tido malam je.",0
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"yer betul.",1
"masih makan benda sama, telur dadar dan cupcake.",0
"so far suffi perlu tingkatkan sentence dan vocabulary.",1
"saya tanya pada teacher taska.",1
"terapi malam: 5:30 petang ke 7:30 malam.",1
"kurang tantrum kalau tak dapat apa yang dia nak.",2
"dia dah boleh fokus dalam kelas.",2
"hai kak, cikgu kata sekarang dah kurang menangis.",2
"selera makan semua dah ok.",2
"semalam muhammad anaqi boleh berdiri tanpa bantuan.",2
"alhamdulillah sekarang ini dah berani. 💪",2
"salam dan selamat malam.",1
"faeeq sebelum ini tak makan daging.",0
"semua ini dapat bertahan dalam 30-40 minit, selepas itu, affan akan tak senang duduk dan suruh buka.",0
"azz amin anak bertuah, kalau tak balut dia main saja sampai kul 3 ke 4 pagi baru ngantuk.",0
"kemudian saya stop ot, saya buat rawatan di neurotherapy dan hantar playschool.",1
"khareef aanaqi. balutan hari ke-5, berjaya tukar cara pemakanan dia dari processed food kepada real food.",2
"dapat balut masa tidur saja.",1
"cuma masih tak nak makan nasi.",0
"ariqin pulak tak mau lena sebab time demam tidur 24 jam. hihi",0
"boleh duduk elok kat kedai tunggu makanan sampai. 😄",2
"especially speech dia banyak improvement.",2
"9 tahun.",1
"selain itu, kalau dulu susah sangat tidur malam.",0
"sudahnya mood kelaut kalau ditegur lagi.",0
"anak saya aqeela dah buat terapi almost 4 month.",1
"sebelum ini kalau bawa pijak rumput mesti menangis kuat.",0
"pengeluaran hormon akan jadi lebih stabil.",1
"semakin hari semakin ada pertambahan bilangan perkataan yang ammar buat untuk berinteraksi dengan kami.",2
"ini result periksa dia akhir tahun.",1
"dah pandai merajuk.",2
"parent lain pun boleh share perkembangan anak di sini ya.",1
"tak sempat pagi, kul 11 pagi sampai pukul 3 petang balut dapat 4 jam.",1
"semua ini dapat bertahan dalam 30-40 minit, selepas itu, affan akan tak senang duduk dan suruh buka.",0
"tapi saya belum hantar lagi playschool.",1
"alhamdulillah.",2
"anak saya sebelum ini kurang berpeluh, sekarang cepat berpeluh.",1
"arini bawa ajwad ke menara taming sari.",1
"anak umur 6 tahun mild autism dan gdd.",1
"maaf ustaz lambat, alhamdulillah dah masuk 3 bulan ini ada perubahan dari segi makan.",2
"alhamdulillah harap ada perubahan yang lebih baik.",2
"sebelum ini nak jumpa doktor kena bersilat, nampak klinik atau hospital terus tak nak masuk.",0
"khareef aanaqi.",1
"tadi ada parents teachers meeting di sekolahnya.",1
"cuma selepas lama cuti dari balutan dan urutan selama 2 minggu disebabkan anak-anak baru baik chicken pox agak struggle sikit mengamuk juga nak start balutan.",0
"sebab kadang dah boleh sebut ayat yang panjang sikit dari biasa. alhamdulillah.",2
"arini bawa ajwad ke menara taming sari.",1
"cuma cara bercakap kadang-kadang macam baby, tapi xpelat lagi.",0
"harini first time lepas dia rendam air garam, dia cirit sampai tak sempat ke toilet.",0
"ghufran dah masuk sesi ke-3.",1
"hari ke-3 buat therapy.",2
"alhamdulillah amir amsyar dah ada words juga.",2
"alhamdulillah.",2
"ada perasan takut itu. itu pun satu improvement kan?",2
"assalamualaikum.",1
"adam khalish sekarang macam jadi penyedih.",0
"belum lagi. cuma therapist nurul je tgh liae dgn saya.",1
"yang kurang, masa urut dan balut masih perlu tengok handphone untuk duduk diam.",0
"sebelum ini pegang buku pun tak mahu.",0
"sekarang saya pakai taktik balut kepala dulu saja, then 2nd round baru kepala dah tangan.",1
"agak struggle buat urutan dalam kereta, tak nak bagi kerjasama.",1
"yess alhamdulillah, memang banyak dah berubah.",2
"video pembelajaran saya akan share nanti insyallah.",1
"mula-mula langsung tak bagi balut kepala masa terapi pertama.",0
"inshaallah allah melihat usaha kita dan percaya allah juga yang mengizinkan segala perkembangan anak kita.",2
"pagi ini boleh papa suruh don bye-bye.",2
"ye faham minggu lepas si kembar ni demam batuk.",0
"2/5/25 first appointment untuk consultation dengan therapist.",1
"alhamdulillah.",2
"video pembelajaran saya akan share nanti insyallah.",1
"my son's name is al faiq. he has had his 7th therapy session.",1
"eye contact: kalau sebelum ini buat apa pun dia tak akan bagi respon.",0
"both children have autism.",1
"sebelum ini nak jumpa doktor kena bersilat, nampak klinik atau hospital terus tak nak masuk.",0
"masih makan benda sama, telur dadar dan cupcake.",0
"anak saya ahmad ali jenis sangat aktif, tak pernah day nap, selalu tido malam je.",0
"sebelum ini nak potong rambut dia nangis sampai termuntah.",0
"alhamdulillah lepas terapi, banyak sangat improvement dalam pembelajaran.",2
"mintak-mintak konsisten dia cakap, sebab sebelum ini ada juga dia cakap tapi sekali itu saja, terus stop.",2
"antaranya anak saya dah boleh menyebut perkataan dan gabung ayat tapi dalam english.",2
"anak saya ahmad ali jenis sangat aktif, tak pernah day nap, selalu tido malam je.",0
"don ada perkembangan yang baik.",2
"pendidikan islam saya dimaklumkan dapat 100.",2
"main playground lebih yakin dan kuat.",2
"tahniah hafiy eshan, encem boy. 🥰",2
"sudahnya tak lama lagi mahu spm.",1
"hai, nak share before terapi isa mateen kelas bulan july, still tak fokus dan tak faham apa teacher minta.",0
"hai, nak share before terapi isa mateen kelas bulan july, still tak fokus dan tak faham apa teacher minta.",0
"personally tak nampak sangat significant changes selain daripada yang di atas.",1
"sebelum ini dia berani.",0
"bab makan, ada masanya makan nasi dengan lauk (ikan atau ayam) sangat banyak 3–4 kali sehari.",2
"hai, selamat malam. saya just nak share cerita anak saya.",1
"still in progress for any signs of improvement.",1
"balutan kali ke-3 untuk harini. 👍",1
"adam khalish sekarang macam jadi penyedih.",0
"ok saya akan buat balutan esok ikut paras kening, sekarang dia dah tidur lepas balut.",1
"azz amin anak bertuah, kalau tak balut dia main saja sampai kul 3 ke 4 pagi baru ngantuk.",0
"baik ustaz, saya usahakan.",1
"ada sekali itu saya nampak dia main-main menjual aiskrim.",2
"assalamualaikum, selamat petang.",1
"sebelum ini dia langsung tak pandai dan tak berani main swing, melompat dan bergayut.",0
"sebelum ini nak potong rambut dia nangis sampai termuntah.",0
"harini ammar ada perarakan maulidur rasul di sekolah.",1
"very good and i am one of the customers who received child therapy treatment at this treatment center.",2
"salam, baru dapat terapi, baru balik dari temujanji cara kerja di hospital.",1
"saya bagi dia mewarna sebab subjek mewarna dan melukis dia memang tak minat.",0
"sebelum ini nak jumpa doktor kena bersilat, nampak klinik atau hospital terus tak nak masuk.",0
"sebelum ini allah je tahu susahnya nak bagi dia ubat sebab dia menangis dan sembur habis ubat.",0
"sangat aktif dan mula pegang-pegang tangan kakak abang.",2
"he is becoming calmer and showing positive development.",2
"tetap terapi walaupun di kampung.",1
"doktor di hukm tahu neurospa therapy lah ustaz.",1
"papa dia suruh saya tengok ummar kayuh basikal macam mana.",1
"mula faham simple arahan.",2
"salam kawan-kawan, jom balut kepala. 🌹",1
"sebelum ini jenuh la nak bersilat dengan dia untuk potong rambut saja.",0
"sebelum ini nak jumpa doktor kena bersilat, nampak klinik atau hospital terus tak nak masuk.",0
"hampir 2 bulan terapi.",1
"my son's name is al faiq. he has had his 7th therapy session.",1
"sekarang mudah sangat nak tidur jam 9 dan tidur nyenyak.",2
"salam puan, nak tanya. reza ini ada nampak apa-apa perubahan yang positif tak.",1
"maxkan 3 jam sehari.",1
"both children have autism.",1
"setakat ini itulah perubahan anak saya.",2
"dah boleh main sama-sama ke, boleh duduk diam ke.",1
"anak saya ahmad ali jenis sangat aktif, tak pernah day nap, selalu tido malam je.",0
"video pembelajaran saya akan share nanti insyallah.",1
"terima kasih @terapis liyana.",2
"alhamdulillah harini genap seminggu.",2
"jika berpeluh pun sikit je, tak macam anak normal yang boleh basah kepala dan badan.",1
"may 2024 start therapy at neurospa therapy till now.",1
"anak saya aqeela dah buat terapi almost 4 month.",1
"dapat balut masa tidur saja.",1
"tak hiperaktif sangat. alhamdulillah.",2
"memang bab bermain amin belum pandai sangat.",0
"ada masa sehari sekali, tengok mood.",1
"hai selamat malam. saya just nak share cerita anak saya.",1
"kami bawa suffi ke therapist centre untuk check.",1
"limited sangat cara bermain katanya.",0
"walaupun dah makan dua itu tetap cakap lapar lagi.",0
"yang lain dah ok.",2
"jadi time terapi malam memang kul 1 ke atas, atau kul 12 malam paling awal.",1
"kalau tidak drama air mata dari awal hingga akhir.",0
"terbaik puan, bantu otak memproses, pasti anak akan dapat improve dengan lebih baik. 💪💪",2
"jenuh dah bersilat maknya baru nak sihat.",0
"cuma pergerakkan dia masih tak boleh control.",0
"dah ada perasaan sedih.",2
"9 tahun.",1
"jadi time terapi malam memang kul 1 ke atas, atau kul 12 malam paling awal.",1
"ni disebabkan proses perubahan ke?",1
"cuma masih tak nak makan nasi.",0
"dia sangat-sangat kurang kejap-kejap nak mengamuk bila tak dapat buat sesuatu.",2
"sebelum masuk terapi merangkak pun tak boleh.",0
"ni dia nyanyi lagu twinkle twinkle walaupun sebutan tak jelas tapi dia boleh ikut rentak lagu itu.",2
"kalau pergi taman dah tak takut main ayunan dan dah tak takut pijak rumput.",2
"ini result periksa dia akhir tahun.",1
"setelah itu, bermulalah fasa terapi balut tangan pula yang mana permulaannya memang amat mencabar untuk balut.",0
"i am very satisfied and it helped to overcome my child's mild adhd problem.",2
"selepas 5 hari nampak perubahan and positive feedback dari sekolah sampai hari ini.",2
"kalau dulu kena marah dia buat tak tahu saja.",0
"tapi saya belum hantar lagi playschool.",1
"bila peluh keluar, menandakan badan panas disebabkan aliran darah cantik.",1
"ex-premature 25 minggu tahun 2019, 5 bulan duduk dalam inkubator di hospital serdang.",1
"anak saya aqeela dah buat terapi almost 4 month.",1
"anak saya jarang kena attack rhinitis allergy.",2
"sekarang dekat 4–5 kali cakap lapar.",1
"berapa tahun.",1
"dah banyak faham arahan.",2
"dah tak pukul diri sendiri lagi.",2
"semalam kakak dia main, dia tengok lalu dia buat.",2
"kalau nak tidur malam dia jadi macam manja sangat dan nak kita ada dengan dia sampai dia terlena.",2
"nak tanya sikit, saya dah hampir 2 minggu terapi.",1
"alhamdulillah noah ada improvement sejak dia start balut kepala dan tangan.",2
"terapi balutan tangan di pusat rawatan.",1
"cuma paper cikgu ambil balik.",1
"saya bagi dia mewarna sebab subjek mewarna dan melukis dia memang tak minat.",0
"sensory dan emosi haira semakin baik.",2
"anak saya sebelum ini kurang berpeluh, sekarang cepat berpeluh.",1
"11th session with both children. lots of positive developments.",2
"dah boleh main sama-sama ke, boleh duduk diam ke.",1
"yang lain masih dalam percubaan, harap ada perubahan positif lain.",1
"yang kurang, masa urut dan balut masih perlu tengok handphone untuk duduk diam.",0
"dan kena jaga mental dan fizikal juga.",2
"i've been bringing my children here since they first opened.",1
"jumpa doctor di hta around april 2023, diagnosed as autism.",1
"dia explain ibarat jentera kita kena setkan dia untuk dia berjalan lama-lama dia akan paham.",2
"sekarang ini masih bubur tapi ada juga nak rasa makanan lain.",2
"hariz dah masuk sesi ke-4.",1
"2/5/25 first appointment untuk consultation dengan therapist.",1
"harini first time lepas dia rendam air garam, dia cirit sampai tak sempat ke toilet.",0
"masuk minggu ketiga urutan dekat leher dengan mulut dia.",1
"papa dia suruh saya tengok ummar kayuh basikal macam mana.",1
"harini first time lepas dia rendam air garam, dia cirit sampai tak sempat ke toilet.",0
"my son has been going here, highly recommended for children with adhd problems.",2
"betul anak saya first time muntah semua lendir-lendir.",0
"kalau mommy bagi arahan dia cepat buat dan dah ada respon kalau kita tanya.",2
"emir sekarang ini nak jumpa doktor tak payah bersilat dengan dia.",2
"rasanya yang kedua masih mencabar.",0
"tak pernah buat macam tu, selalu tarik dengan nak sesuatu.",0
"next appointment jumpa doctor psychologist kerana dia ada masalah behaviour.",0
"sekarang dekat 4–5 kali cakap lapar.",1
"insyallah saya akan share video noah.",1
"sebelum ini nak potong rambut dia nangis sampai termuntah.",0
"asbab daripada balutan yang dibuat ke atas dirinya, ammar telah mula berinteraksi dengan kami dengan dua perkataan.",2
"jadi time terapi malam memang kul 1 ke atas, atau kul 12 malam paling awal.",1
"terkejut sangat.",1
"mula-mula langsung tak bagi balut kepala masa terapi pertama.",0
"nangis sampai jiran tanya.",0
"personally tak nampak sangat significant changes selain daripada yang di atas.",1
"alhamdulillah reza ada nampak perubahan.",2
"teacher cakap selama 2 minggu dia jalan terapi ini, dia buat kerja semua siap.",2
"anak saya buat petang-petang biar malam tidur lena.",2
"sebelum ini nak jumpa doktor kena bersilat, nampak klinik atau hospital terus tak nak masuk.",0
"nangis sampai jiran tanya.",0
"sebelum ini dia langsung tak pandai dan tak berani main swing, melompat dan bergayut.",0
"sebelum ini nak potong rambut dia nangis sampai termuntah.",0
"lepas therapy, ahmad dah boleh pegang pensil dengan betul.",2
"komen cikgu izz di sekolah.",1
"alhamdulillah, hampir seminggu fairel terapi balutan kepala.",2
"haziq dah boleh pakai cap after 3 kali balut kepala. 😍",2
"anak saya ahmad ali jenis sangat aktif, tak pernah day nap, selalu tido malam je.",0
"mengamuk bila balut dan nangis yang agak kuat.",0
"pandai berus gigi sendiri makan sendiri.",2
"ya normal, perkembangan emosi.",1
"hai, nak share before terapi isa mateen kelas bulan july, still tak fokus dan tak faham apa teacher minta.",0
"alhamdulillah.. therapy for children got good feedback.. hopefully there will be better changes.. inshaallah..",2
"malam tak sempat, ingat nak balut kul 10 malam dia dah tido.",1
"betul anak saya first time muntah semua lendir-lendir.",0
"january 2024 berhenti tahfiz, bawa balik start sekolah sk dan sra masuk tahun 6.",1
"sebelum ini nak jumpa doktor kena bersilat, nampak klinik atau hospital terus tak nak masuk.",0
"masuk minggu ketiga urutan dekat leher dengan mulut dia.",1
"sebelum ini pegang buku pun tak mahu.",0
"sekarang dah boleh berkawan. alhamdulillah.",2
"arini bawa ajwad ke menara taming sari.",1
"sepanjang 5 sesi tu adeeb tak bagi kerjasama, takut, tak ada minat untuk bermain.",0
"alhamdulillah, hari ini hari pertama minggu ke-5 nadim terapi di neurospatherapy.",2
"ada buat tapi tak selalu macam sebelum ini.",2
"sebelum ini allah je tahu susahnya nak bagi dia ubat sebab dia menangis dan sembur habis ubat.",0
"bolehlah main dengan kakak dia dah.",2
"lepas balutan kali keempat suffi agak grumpy, tantrum tak nak dibalut.",0
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"alhamdulillah dengan izin-nya lepas urutan leher dan pipi.",2
"pembelajaran pun sama improve.",2
"pengeluaran hormon akan jadi lebih stabil.",1
"parents, at least you need to go for consultation if your child shows symptoms of speech delay that may bleed to autism.",1
"memang macam trauma sangat lah.",0
"sekarang alhamdulillah lepas terapi setiap hari tanpa tinggal.",2
"sebelum ini tak nak makan nasi, asyik nak bubur.",0
"tak dapat buat balutan, hanya urut sahaja.",0
"agak struggle buat urutan dalam kereta, tak nak bagi kerjasama.",1
"rasanya yang kedua masih mencabar.",0
"jumpa doctor di hta around april 2023, diagnosed as autism.",1
"selain itu, kalau dulu susah sangat tidur malam.",0
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"bila peluh keluar, menandakan badan panas disebabkan aliran darah cantik.",1
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"sebelum dia memang tak pernah tidur siang.",0
"sebelum ini nak jumpa doktor kena bersilat, nampak klinik atau hospital terus tak nak masuk.",0
"kalau nak tidur pun masuk jam 3–4 pagi baru nak tidur.",0
"selesai online therapy untuk aiman hakim dan habib.",1
"now warna ikut garisan.",2
"selalunya tidur lambat, aktif sangat main.",1
"sebelum ini anaqi seorang yang diam tak bergerak, asyik baring saja.",0
"tapi buat masa sekarang kami buat yang termampu.",1
"lepas itu ustaz, muhammad anaqi dah takut duduk sendirian.",0
"sudahnya tak lama lagi mahu spm.",1
"hai manisha...",1
"contohnya dia dah mula banyak bercakap walaupun dalam bahasa dia.",2
"sebelum ini saya berhentikan sekolah.",0
"alhamdulillah, selesai terapi online adik khalif sesi 2 dari johor.",2
"betul.",1
"aathvick baru lagi, dia nangis sebab tak selesa.",0
"rasanya yang kedua masih mencabar.",0
"contoh masukkan kaki dalam bila nak pakai pampers.",2
"sebelum ini anaqi seorang yang diam tak bergerak, asyik baring saja.",0
"cuma selepas lama cuti dari balutan dan urutan selama 2 minggu disebabkan anak-anak baru baik chicken pox agak struggle sikit mengamuk juga nak start balutan.",0
"the best... environmentally friendly service, and most importantly, there is a change for our child.",2
"macam itu juga dengan air, asyik nak suruh order chagee saja.",0
"video pembelajaran saya akan share nanti insyallah.",1
"banyak positive feedback message dari cikgu.",2
"ada perubahan baik yang saya nampak.",2
"cikgu naim bagitahu dia dah kurang berjalan kat kelas.",2
"macam itu juga dengan air, asyik nak suruh order chagee saja.",0
"tahniah saya ucapkan untuk parents eren.",2
"sebelum ini dia berani.",0
"waiting for the next session.",1
"sebelum ini dia mengamuk, tak nak buka mulut, lari keluar.",0
"salam. terbaik. tahniah puan. teruskan terapi dirumah. akan ada lagi perkembangan yang lain inshaallah.",2
"cuba buka tapi kita tak bagi.",1
"jenuh dah bersilat maknya baru nak sihat.",0
"papa dia suruh saya tengok ummar kayuh basikal macam mana.",1
"saya sangat bersyukur bila tengok reaction anak yang positif.",2
"ammar alhamdulillah dengan izin-nya banyak mengeluarkan kata-kata yang jelas 2–3 hari ini.",2
"cuma pergerakkan dia masih tak boleh control.",0
"my son's name is al faiq. he has had his 7th therapy session.",1
"walaupun masih takut-takut.",0
"2/5/25 first appointment untuk consultation dengan therapist.",1
"kalau nak tidur pun masuk jam 3–4 pagi baru nak tidur.",0
